row_number	paiddeposit	scholarship_yes_no	Type_of_scholarship_offered	Female	Race	HS_rank	HS_class_size	HS_Quintile	HS_CODE	HS_NAME	SAT_math	SAT_verbal	ACT	Honors_college_eligible	distancefromPitt	state	Number_of_family_alumni	father_alumni	grand_alumni	mother_alumni	sibling_alumni	step_parent_alumni	other_family_alumni	SAT_composite	ACT_as_SAT	Max_Test_Score	Training	from_PA
569	1	0		1.00	white	15.0	99	1/5	391400	FORD_CITY_JR_SR_HIGH_SC	580.0	510.0		no	30.9033692060281000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1090		1090	1.00	1.00
571	0	0		0.00	white	70.0	311	2/5	391646	CENTRAL_DAUPHIN_EAST_SR	520.0	530.0		no	167.0392271184300000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1050		1050	1.00	1.00
574	0	0		1.00	white				392363	GREAT_VALLEY_HIGH_SCHOO	560.0	600.0	27.0	no	235.1172132084430000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1160	1220	1220	1.00	1.00
576	1	0		1.00	white	183.0	479	2/5	472293	KEMPSVILLE_HIGH_SCHOOL	580.0	550.0		no	324.4276628012420000	VA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	1.00	0.00
577	0	0		0.00	white				393620	FOX_CHAPEL_AREA_HIGH_SC	580.0	600.0		no	6.3857290525612600	PA	1	0.00	0.00	0.00	1.00	0.00	0.00	1180		1180	1.00	1.00
578	0	0		1.00	black	36.0	270	1/5	390620	CHESTER_HIGH_SCHOOL	530.0	470.0		no	245.5793130168160000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1000		1000	1.00	1.00
579	0	1	U4	1.00	white				331770	BUFFALO_ACAD_OF_SACRED	640.0	620.0	26.0	yes	184.4506535882810000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1260	1190	1260	1.00	0.00
581	1	0		1.00	white	15.0	206	1/10	392275	SOUTH_PARK_HIGH_SCHOOL	510.0	620.0		no	10.7661394994436000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	1.00	1.00
583	1	1	U1	0.00	white	87.0	597	1/5	393745	NORTH_ALLEGHENY_SR_HIGH	700.0	590.0	27.0	no	8.6184911845557500	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1290	1220	1290	1.00	1.00
585	0	0		1.00	white	109.0	601	1/5	393244	ARCHBISHOP_RYAN_HIGH_SC	510.0	480.0		no	263.7586801694200000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	990		990	1.00	1.00
587	0	0		1.00	white	177.0	713	2/5	392145	NESHAMINY_HIGH_SCHOOL	630.0	500.0		no	266.4225893620540000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	1.00	1.00
593	0	0		0.00	white	199.0	419	3/5	310223	CHERRY_HILL_HIGH_SCHOOL	630.0	540.0		no	266.2849411181400000	NJ	1	0.00	0.00	0.00	0.00	0.00	1.00	1170		1170	1.00	0.00
594	0	1	U1	0.00	white	14.0	150	1/10	390615	CHARLEROI_AREA_HIGH_SCH	560.0	710.0		yes	21.0591946084472000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1270		1270	1.00	1.00
598	0	1	U4	0.00	Asian	91.0	419	2/5	310223	CHERRY_HILL_HIGH_SCHOOL	640.0	720.0		yes	266.2849411181400000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1360		1360	1.00	0.00
602	0	0		0.00	white	53.0	156	2/5	392380	NORTHEASTERN_SR_HIGH_SC	510.0	520.0		no	171.9902451124150000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1030		1030	1.00	1.00
606	0	0		1.00	white	160.0	617	2/5	394965	UPPER_DARBY_HIGH_SCHOOL	530.0	520.0		no	248.0733471290580000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1050		1050	1.00	1.00
607	0	1	U2	1.00	white	4.0	209	1/10	391030	DOVER_AREA_HIGH_SCHOOL	640.0	630.0		yes	166.1075773114570000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1270		1270	1.00	1.00
610	1	0		0.00	white	68.0	291	2/5	391785	WHITEHALL_HIGH_SCHOOL	590.0	570.0	24.0	no	233.6511933184170000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1160	1110	1160	1.00	1.00
611	1	0		0.00	white	80.0	208	2/5	393580	PHOENIXVILLE_AREA_HIGH	640.0	660.0		no	234.6095841877140000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1300		1300	1.00	1.00
620	0	0		1.00	black	16.0	294	1/10	391650	HARRISBURG_HIGH_SCHOOL	570.0	590.0		no	163.6392039286750000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	1.00	1.00
622	1	1	U1	1.00	white	7.0	268	1/10	395060	TRINITY_HIGH_SCHOOL	610.0	630.0	28.0	yes	29.3097350424380000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1240	1260	1260	1.00	1.00
624	1	1	U1	1.00	white	49.0	376	1/5	395170	B_REED_HENDERSON_HIGH_S	680.0	620.0		yes	233.2487987417140000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1300		1300	1.00	1.00
625	0	0		1.00	white	194.0	350	3/5	392708	GATEWAY_SENIOR_HIGH_SCH	510.0	500.0	22.0	no	10.1671664979385000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1010	1030	1030	1.00	1.00
630	1	1	U1	1.00	white	171.0	906	1/5	392145	NESHAMINY_HIGH_SCHOOL	660.0	660.0		yes	264.5120606503370000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1320		1320	1.00	1.00
631	0	1	U2	0.00	black	43.0	257	1/5	393895	SCHENLEY_HIGH_SCH_TEACH	540.0	530.0		no	2.5406151562594100	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1070		1070	1.00	1.00
632	0	1	U4	0.00	white	53.0	501	1/10	310752	MARLBORO_HIGH_SCHOOL	670.0	760.0		yes	299.9160666137150000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1430		1430	1.00	0.00
635	0	0		1.00	white	134.0	441	2/5	392545	CUMBERLAND_VALLEY_HIGH	540.0	510.0		no	156.8703515217780000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1050		1050	1.00	1.00
636	0	0		1.00	white	6.0	376	1/10	391645	CENTRAL_DAUPHIN_HIGH_SC	570.0	580.0		no	166.8008341609950000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	1.00	1.00
638	0	0		0.00	white	96.0	242	2/5	392015	UPPER_MERION_AREA_HIGH	600.0	520.0		no	244.6244705346250000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1120		1120	1.00	1.00
651	0	0		1.00	Asian	17.0	87	1/5	393640	NORTHGATE_HIGH_SCHOOL	470.0	410.0	23.0	no	7.1373178035306800	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	880	1070	1070	1.00	1.00
658	0	1	C6	1.00	white	5.0	117	1/10	310110	NORTH_WARREN_REG_HIGH_S	730.0	710.0		yes	264.0810623473870000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1440		1440	1.00	0.00
667	0	1	U1	0.00	white	9.0	157	1/10	392100	LANCASTER_CATHOLIC_HIGH	640.0	560.0	26.0	yes	193.7816274026610000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1200	1190	1200	1.00	1.00
671	0	0		1.00	white	75.0	209	2/5	491345	WEIR_HIGH_SCHOOL	540.0	540.0		no	103.4620813593700000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1080		1080	1.00	1.00
675	0	0		0.00	white	93.0	483	1/5	311458	TOMS_RIVER_HIGH_SCHOOL	600.0	530.0		no	307.9110324060890000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	1.00	0.00
681	0	1	U4	0.00	white				365054	SAINT_JOHN'S_JESUIT_HIG	740.0	780.0	33.0	yes	204.5833521136820000	OH	0	0.00	0.00	0.00	0.00	0.00	0.00	1520	1460	1520	1.00	0.00
686	0	0		0.00	white	8.0	223	1/10	393655	CENTRAL_CATHOLIC_HIGH_S	590.0	550.0	20.0	no	6.8125318836128100	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1140	950	1140	1.00	1.00
691	0	0		0.00	white	114.0	713	1/5	392145	NESHAMINY_HIGH_SCHOOL	590.0	500.0		no	266.4225893620540000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1090		1090	1.00	1.00
693	0	0		0.00	white	76.0	259	2/5	395180	AVON_GROVE_HIGH_SCHOOL	560.0	510.0		no	221.8641497634260000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1070		1070	1.00	1.00
697	1	0		0.00	white	39.0	151	2/5	392100	LANCASTER_CATHOLIC_HIGH	500.0	560.0		no	193.5231707126210000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1060		1060	1.00	1.00
706	1	0		0.00	white	65.0	450	1/5	390810	CONNELLSVILLE_AREA_SR_H	510.0	530.0		no	34.8346247547971000	PA	2	0.00	1.00	0.00	0.00	0.00	1.00	1040		1040	1.00	1.00
712	0	0		0.00	black				394133	RADNOR_HIGH_SCHOOL	560.0	540.0		no	241.6566057834700000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
714	0	0		0.00	white	153.0	397	2/5	392270	BETHEL_PARK_SR_HIGH_SCH	520.0	560.0	24.0	no	9.6076641317545200	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1080	1110	1110	1.00	1.00
715	0	0		1.00	white				393620	FOX_CHAPEL_AREA_HIGH_SC	550.0	470.0		no	6.3857290525612600	PA	3	1.00	1.00	1.00	0.00	0.00	0.00	1020		1020	1.00	1.00
716	0	0		0.00	white	184.0	435	3/5	393730	MOUNT_LEBANON_HIGH_SCHO	470.0	550.0		no	7.8751096333039300	PA	2	1.00	0.00	0.00	0.00	0.00	1.00	1020		1020	1.00	1.00
733	0	0		0.00	white				393745	NORTH_ALLEGHENY_SR_HIGH	640.0	540.0		no	8.6184911845557500	PA	1	0.00	1.00	0.00	0.00	0.00	0.00	1180		1180	1.00	1.00
737	0	0		0.00	not_indicated	107.0	471	2/5	220842	FRAMINGHAM_HIGH_SCHOOL	740.0	660.0		no	460.7443141466870000	MA	0	0.00	0.00	0.00	0.00	0.00	0.00	1400		1400	1.00	0.00
738	0	0		0.00	white	79.0	327	2/5	331850	UNION_ENDICOTT_HIGH_SCH	610.0	590.0		no	233.1966764936930000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1200		1200	1.00	0.00
741	0	1	U1	1.00	white	41.0	617	1/10	394965	UPPER_DARBY_HIGH_SCHOOL	660.0	650.0		yes	249.8259667048580000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1310		1310	1.00	1.00
753	0	0		1.00	white				311277	W_WINDSOR_PLAINSBORO_HS	580.0	460.0		no	271.9267001608060000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1040		1040	1.00	0.00
756	1	1	U1	1.00	black	25.0	170	1/5	392693	CENTER_HIGH_SCHOOL	560.0	620.0		no	20.4799746130702000	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1180		1180	1.00	1.00
757	0	1	U4	0.00	black	107.0	350	2/5	393280	CHELTENHAM_TOWNSHIP_HIG	580.0	600.0		no	254.3012069394140000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1180		1180	1.00	1.00
766	0	0		1.00	white	81.0	329	2/5	311377	CHERRY_HILL_HIGH_SCHOOL	630.0	530.0		no	263.2427379080280000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	1.00	0.00
768	0	0		0.00	white	76.0	570	1/5	390325	LIBERTY_HIGH_SCHOOL	610.0	530.0		no	241.9790832884510000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	1.00	1.00
776	0	1	U4	1.00	white	16.0	427	1/10	070590	NORWICH_FREE_ACADEMY	610.0	540.0		no	417.6238821937830000	CT	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	1.00	0.00
779	1	0		0.00	white				393745	NORTH_ALLEGHENY_SR_HIGH	570.0	600.0		no	8.6184911845557500	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1170		1170	1.00	1.00
780	0	0		0.00	white	90.0	214	3/5	393145	PALMYRA_AREA_HIGH_SCHOO	620.0	610.0		no	177.6351728346600000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1230		1230	1.00	1.00
781	0	0		0.00	white	220.0	540	3/5	393125	PARKLAND_HIGH_SCHOOL	670.0	580.0		no	229.3729226965290000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1250		1250	1.00	1.00
783	0	0		0.00	white	24.0	125	1/5	394600	NORTHERN_LEHIGH_HIGH_SC	600.0	580.0		no	228.4855279056070000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1180		1180	1.00	1.00
788	1	0		0.00	white	67.0	349	1/5	392708	GATEWAY_SENIOR_HIGH_SCH	540.0	620.0		no	10.1671664979385000	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1160		1160	1.00	1.00
790	1	0		0.00	white				393745	NORTH_ALLEGHENY_SR_HIGH	540.0	630.0		no	8.6184911845557500	PA	2	1.00	0.00	0.00	0.00	0.00	1.00	1170		1170	1.00	1.00
800	0	0		0.00	white	91.0	380	2/5	395170	B_REED_HENDERSON_HIGH_S	550.0	660.0		no	229.2470995916800000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1210		1210	1.00	1.00
802	0	1	U6	1.00	white				181511	HOLY_CROSS_HIGH_SCHOOL	580.0	660.0	27.0	yes	349.3740571443980000	KY	0	0.00	0.00	0.00	0.00	0.00	0.00	1240	1220	1240	1.00	0.00
812	0	1	RL	1.00	black	16.0	453	1/10	393763	PENN_HILLS_SENIOR_HIGH	580.0	610.0		no	7.1621335385584500	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	1.00	1.00
813	1	0		0.00	white	114.0	541	2/5	490985	PARKERSBURG_HIGH_SCHOOL	440.0	390.0	23.0	no	12.5667002958527000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	830	1070	1070	1.00	1.00
820	0	1	C6	1.00	white				200278	FALMOUTH_HIGH_SCHOOL	700.0	700.0		yes	546.6368690455610000	ME	0	0.00	0.00	0.00	0.00	0.00	0.00	1400		1400	1.00	0.00
821	0	0		1.00	white	25.0	315	1/10	393650	CARRICK_HIGH_SCHOOL	520.0	540.0		no	2.9893929113334900	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1060		1060	1.00	1.00
822	1	0		1.00	white	60.0	313	1/5	392865	MANHEIM_TOWNSHIP_HIGH_S	580.0	550.0		no	193.7816274026610000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	1.00	1.00
826	0	0		0.00	white	10.0	209	1/10	310868	CLEARVIEW_REGIONAL_HIGH	550.0	550.0		no	256.1033010810120000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	0.00
829	0	0		1.00	white				471393	LANGLEY_HIGH_SCHOOL	600.0	460.0		no	178.9432654685790000	VA	0	0.00	0.00	0.00	0.00	0.00	0.00	1060		1060	1.00	0.00
832	0	0		1.00	white	1.0	413	1/10	393659	WOODLAND_HILLS_HIGH_SCH	580.0	460.0	20.0	no	6.8125318836128100	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1040	950	1040	1.00	1.00
833	0	0		0.00	Asian				491410	LINSLY_SCHOOL_THE	590.0	610.0		no	46.3274737911929000	WV	0	0.00	0.00	0.00	0.00	0.00	0.00	1200		1200	1.00	0.00
837	0	0		0.00	white	105.0	260	2/5	392550	MECHANICSBURG_AREA_SR_H	590.0	630.0		no	156.8703515217780000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1220		1220	1.00	1.00
840	0	0		0.00	white				211083	OUR_LADY_OF_GOOD_COUNSE	500.0	570.0		no	164.0848750141710000	MD	0	0.00	0.00	0.00	0.00	0.00	0.00	1070		1070	1.00	0.00
844	0	0		1.00	white	126.0	906	1/5	392985	COUNCIL_ROCK_HIGH_SCHOO	590.0	550.0		no	262.9794711652640000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1140		1140	1.00	1.00
845	0	0		0.00	white	99.0	252	2/5	395417	PITTSTON_AREA_SR_HIGH_S	580.0	580.0		no	226.0736131742800000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	1.00	1.00
846	0	0		1.00	white	30.0	110	2/5	392745	SOUTH_FAYETTE_TWP_JR_SR	540.0	630.0		no	10.7885716996299000	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1170		1170	1.00	1.00
847	0	0		0.00	white	116.0	436	2/5	070750	STAMFORD_HIGH_SCHOOL	580.0	530.0		no	337.7646550113020000	CT	0	0.00	0.00	0.00	0.00	0.00	0.00	1110		1110	1.00	0.00
854	0	0		0.00	white	91.0	188	3/5	391765	HERSHEY_HIGH_SCHOOL	500.0	600.0		no	171.4096538734150000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
858	1	1	U1	0.00	white				393745	NORTH_ALLEGHENY_SR_HIGH	650.0	660.0		no	8.7562753615676400	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1310		1310	1.00	1.00
863	0	0		0.00	white				393745	NORTH_ALLEGHENY_SR_HIGH	610.0	520.0		no	13.0109493257888000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	1.00	1.00
865	0	1	U6	0.00	Asian				334070	STUYVESANT_HIGH_SCHOOL	700.0	650.0		yes	319.7348894492450000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1350		1350	1.00	0.00
868	1	0		0.00	white	71.0	108	4/5	310740	MADISON_HIGH_SCHOOL	590.0	570.0		no	292.3074997160360000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	1.00	0.00
877	1	0		1.00	white	41.0	456	1/10	391550	SHALER_AREA_HIGH_SCHOOL	510.0	470.0	20.0	no	3.5457302594017400	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	980	950	980	1.00	1.00
883	0	0		1.00	Asian	61.0	350	1/5	392708	GATEWAY_SENIOR_HIGH_SCH	540.0	500.0	25.0	no	10.1671664979385000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1040	1150	1150	1.00	1.00
887	1	0		1.00	white	10.0	101	1/10	394403	BISHOP_HANNAN_HIGH_SCHO	570.0	530.0		no	232.2390291132490000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
888	1	0		0.00	white				393480	SAINT_JOSEPHS_PREPARATO	540.0	620.0		no	248.0733471290580000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	1.00	1.00
889	0	0		0.00	white	145.0	426	2/5	390390	BOYERTOWN_AREA_SR_HIGH	530.0	630.0		no	228.0027881634190000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	1.00	1.00
892	0	1	U4	1.00	white	16.0	212	1/10	364235	POLAND_SEMINARY_HIGH_SC	570.0	530.0	24.0	yes	52.8069458092335000	OH	0	0.00	0.00	0.00	0.00	0.00	0.00	1100	1110	1110	1.00	0.00
896	0	0		1.00	white	63.0	237	2/5	390965	BLACKHAWK_HIGH_SCHOOL	530.0	550.0		no	30.1233913343383000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1080		1080	1.00	1.00
897	1	0		1.00	white	15.0	101	1/5	391230	BENTWORTH_SENIOR_HIGH_S	560.0	510.0		no	18.6648982587175000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1070		1070	1.00	1.00
902	0	0		0.00	white	18.0	121	1/5	393103	MID_VALLEY_JR_SR_HIGH_S	460.0	520.0		no	236.8959744896200000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	980		980	1.00	1.00
904	1	0		1.00	white	255.0	487	3/5	393275	CENTRAL_HIGH_SCHOOL	520.0	490.0		no	248.0733471290580000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1010		1010	1.00	1.00
907	0	0		0.00	white	296.0	407	4/5	050003	AGOURA_HIGH_SCHOOL	600.0	630.0		no	2165.4395776231300000	CA	0	0.00	0.00	0.00	0.00	0.00	0.00	1230		1230	1.00	0.00
908	0	1	U1	0.00	Hispanic	38.0	160	2/5	392895	NEW_BRIGHTON_AREA_SR_HI	570.0	530.0		no	27.2453959355527000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
916	0	0		1.00	white	17.0	146	1/5	365715	LIBERTY_HIGH_SCHOOL	550.0	550.0	19.0	no	62.9225369627336000	OH	0	0.00	0.00	0.00	0.00	0.00	0.00	1100	910	1100	1.00	0.00
917	0	0		1.00	white				311360	SCOTCH_PLAINS_FANWOOD_H	530.0	510.0		no	293.2009194393450000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1040		1040	1.00	0.00
921	1	0		0.00	white	81.0	385	2/5	392270	BETHEL_PARK_SR_HIGH_SCH	660.0	610.0		no	9.6076641317545200	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1270		1270	1.00	1.00
923	1	0		1.00	Hispanic				332172	GREAT_NECK_SOUTH_HIGH_S	480.0	590.0		no	328.1694731625050000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1070		1070	1.00	0.00
928	0	0		0.00	white				210564	QUINCE_ORCHARD_HIGH_SCH	540.0	580.0		no	171.2070719188400000	MD	0	0.00	0.00	0.00	0.00	0.00	0.00	1120		1120	1.00	0.00
930	0	0		1.00	white	109.0	190	3/5	310260	CRANFORD_HIGH_SCHOOL	470.0	490.0		no	297.2025726242410000	NJ	1	0.00	0.00	0.00	0.00	0.00	1.00	960		960	1.00	0.00
931	0	0		1.00	white	8.0	237	1/10	393765	PERRY_TRADITIONAL_ACADE	530.0	470.0		no	3.5457302594017400	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1000		1000	1.00	1.00
934	0	1	U4	0.00	white				221555	NEWTON_NORTH_HIGH_SCHOO	660.0	640.0		yes	478.9128497687690000	MA	0	0.00	0.00	0.00	0.00	0.00	0.00	1300		1300	1.00	0.00
935	0	0		0.00	white	64.0	233	2/5	393655	CENTRAL_CATHOLIC_HIGH_S	520.0	580.0		no	13.0109493257888000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
936	1	0		1.00	white	70.0	252	2/5	393895	SCHENLEY_HIGH_SCH_TEACH	480.0	550.0		no	2.1339269382311600	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1030		1030	1.00	1.00
938	0	0		1.00	white	51.0	287	1/5	231300	EAST_LANSING_HIGH_SCHOO			25.0	no	282.6503079738440000	MI	0	0.00	0.00	0.00	0.00	0.00	0.00		1150	1150	1.00	0.00
940	1	0		1.00	white	22.0	184	1/5	392958	BURRELL_HIGH_SCHOOL	530.0	490.0		no	14.2505244339505000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1020		1020	1.00	1.00
942	0	0		0.00	white				395015	STRATH_HAVEN_HIGH_SCHOO	540.0	480.0		no	245.2298145426850000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1020		1020	1.00	1.00
944	0	0		0.00	white				470353	LAKE_BRADDOCK_SECONDARY	610.0	570.0		no	182.6737626050500000	VA	0	0.00	0.00	0.00	0.00	0.00	0.00	1180		1180	1.00	0.00
948	0	0		0.00	white	4.0	145	1/10	394875	TROY_SENIOR_HIGH_SCHOOL	580.0	530.0		no	189.8307758486240000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1110		1110	1.00	1.00
949	1	0		1.00	white	76.0	172	3/5	390200	BEAVER_AREA_HIGH_SCHOOL	510.0	490.0		no	26.6542646268457000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1000		1000	1.00	1.00
950	1	1	U2	1.00	black				392575	MERION_MERCY_ACADEMY	540.0	630.0		no	251.6268743229220000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1170		1170	1.00	1.00
951	1	1	U4	0.00	white	46.0	275	1/5	334810	IRONDEQUOIT_HIGH_SCHOOL	620.0	630.0		no	227.1708244994880000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1250		1250	1.00	0.00
953	0	0		0.00	white	165.0	446	2/5	393763	PENN_HILLS_SENIOR_HIGH	610.0	560.0		no	6.8125318836128100	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1170		1170	1.00	1.00
956	1	0		0.00	not_indicated	94.0	281	2/5	390065	WISSAHICKON_HIGH_SCHOOL	600.0	470.0		no	247.3633143781140000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1070		1070	1.00	1.00
964	0	0		1.00	white	57.0	309	1/5	361325	MAYFIELD_HIGH_SCHOOL			19.0	no	108.3095365623560000	OH	1	0.00	0.00	0.00	0.00	0.00	1.00		910	910	1.00	0.00
965	0	0		1.00	white	97.0	309	2/5	361325	MAYFIELD_HIGH_SCHOOL			20.0	no	108.3095365623560000	OH	1	0.00	0.00	0.00	0.00	0.00	1.00		950	950	1.00	0.00
967	1	1	U2	1.00	black	90.0	374	2/5	391645	CENTRAL_DAUPHIN_HIGH_SC	580.0	460.0		no	167.0392271184300000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1040		1040	1.00	1.00
971	0	1	U4	1.00	white				470549	CENTREVILLE_HIGH_SCHOOL	660.0	600.0		yes	187.8269684552120000	DC	0	0.00	0.00	0.00	0.00	0.00	0.00	1260		1260	1.00	0.00
973	1	0		1.00	white	103.0	456	2/5	391550	SHALER_AREA_HIGH_SCHOOL	550.0	530.0		no	3.8387629579956700	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1080		1080	1.00	1.00
976	0	0		1.00	white	43.0	256	1/5	391855	LOWER_DAUPHIN_HIGH_SCHO	620.0	630.0		no	171.4096538734150000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1250		1250	1.00	1.00
977	0	0		1.00	white	31.0	299	1/10	391695	HATBORO_HORSHAM_SR_HIGH	610.0	630.0		no	254.1295099411120000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1240		1240	1.00	1.00
978	0	0		1.00	white	74.0	390	1/5	330055	COLONIE_CENTRAL_HIGH_SC	580.0	520.0		no	353.7101901155970000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	0.00
979	1	1	U1	0.00	black	135.0	410	2/5	392110	MCCASKEY_HIGH_SCHOOL	600.0	480.0		no	193.4086164279510000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1080		1080	1.00	1.00
985	1	0		0.00	white	164.0	385	3/5	392270	BETHEL_PARK_SR_HIGH_SCH	570.0	640.0		no	9.6076641317545200	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1210		1210	1.00	1.00
988	0	0		0.00	white	46.0	208	2/5	393655	CENTRAL_CATHOLIC_HIGH_S	520.0	610.0		no	1.3387451779919200	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1130		1130	1.00	1.00
989	1	0		0.00	white	44.0	125	2/5	394600	NORTHERN_LEHIGH_HIGH_SC	470.0	540.0		no	228.4855279056070000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1010		1010	1.00	1.00
990	0	0		1.00	Asian				390295	CONESTOGA_HIGH_SCHOOL	510.0	480.0		no	240.8215208249570000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	990		990	1.00	1.00
995	1	0		0.00	white	196.0	289	4/5	310272	RANDOLPH_HIGH_SCHOOL	610.0	550.0		no	283.7851013269610000	NJ	1	0.00	0.00	0.00	0.00	0.00	1.00	1160		1160	1.00	0.00
